number,name,file,source,image_url,source_url
042,奇丽叶,E:\luokewangguo\roco_world_data\data\spirit_images\042_奇丽叶.png,download,https://patchwiki.biligame.com/images/rocom/8/89/qe7mpeopll2by3im70dsqtesufqq62z.png,https://wiki.biligame.com/rocom/%E5%A5%87%E4%B8%BD%E5%8F%B6
043,奇丽果,E:\luokewangguo\roco_world_data\data\spirit_images\043_奇丽果.png,existing,https://patchwiki.biligame.com/images/rocom/0/02/34mpv4ti9cwjytjgw6d8wt5q0vn5d86.png,https://wiki.biligame.com/rocom/%E5%A5%87%E4%B8%BD%E6%9E%9C
043,奇丽花,E:\luokewangguo\roco_world_data\data\spirit_images\043_奇丽花.png,existing,https://patchwiki.biligame.com/images/rocom/8/8c/dbgfehb9vsrkwnn1jkxtibxciapkdur.png,https://wiki.biligame.com/rocom/%E5%A5%87%E4%B8%BD%E8%8A%B1
044,丢丢（沙地附近的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\044_丢丢（沙地附近的样子）.png,download,https://patchwiki.biligame.com/images/rocom/2/27/fpekmwg71361gsh3ihs6hhznq4al7hx.png,https://wiki.biligame.com/rocom/%E4%B8%A2%E4%B8%A2%EF%BC%88%E6%B2%99%E5%9C%B0%E9%99%84%E8%BF%91%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
044,丢丢（火山附近的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\044_丢丢（火山附近的样子）.png,download,https://patchwiki.biligame.com/images/rocom/0/0b/ruciu7ybhb244ff3iz2ukedib2ux4h0.png,https://wiki.biligame.com/rocom/%E4%B8%A2%E4%B8%A2%EF%BC%88%E7%81%AB%E5%B1%B1%E9%99%84%E8%BF%91%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
044,丢丢（草地附近的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\044_丢丢（草地附近的样子）.png,download,https://patchwiki.biligame.com/images/rocom/6/69/ncos20b0z39xr0ir1185rzav8cxd9vz.png,https://wiki.biligame.com/rocom/%E4%B8%A2%E4%B8%A2%EF%BC%88%E8%8D%89%E5%9C%B0%E9%99%84%E8%BF%91%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
044,丢丢（雪山附近的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\044_丢丢（雪山附近的样子）.png,download,https://patchwiki.biligame.com/images/rocom/3/3d/pjkgffd8z2wbmfnt3fc31oriz8d6ze1.png,https://wiki.biligame.com/rocom/%E4%B8%A2%E4%B8%A2%EF%BC%88%E9%9B%AA%E5%B1%B1%E9%99%84%E8%BF%91%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
045,卡卡虫（沙地附近的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\045_卡卡虫（沙地附近的样子）.png,existing,https://patchwiki.biligame.com/images/rocom/4/4a/rrw2t6m6qe6bc7a8lhw6ob1wt4rtgmt.png,https://wiki.biligame.com/rocom/%E5%8D%A1%E5%8D%A1%E8%99%AB%EF%BC%88%E6%B2%99%E5%9C%B0%E9%99%84%E8%BF%91%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
045,卡卡虫（火山附近的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\045_卡卡虫（火山附近的样子）.png,existing,https://patchwiki.biligame.com/images/rocom/5/5e/rh4e9152el8uyukcseloj0f6fgvbmew.png,https://wiki.biligame.com/rocom/%E5%8D%A1%E5%8D%A1%E8%99%AB%EF%BC%88%E7%81%AB%E5%B1%B1%E9%99%84%E8%BF%91%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
045,卡卡虫（草地附近的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\045_卡卡虫（草地附近的样子）.png,existing,https://patchwiki.biligame.com/images/rocom/d/d7/bi5t0j12hzaiw6f43kjijgblr8les6s.png,https://wiki.biligame.com/rocom/%E5%8D%A1%E5%8D%A1%E8%99%AB%EF%BC%88%E8%8D%89%E5%9C%B0%E9%99%84%E8%BF%91%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
045,卡卡虫（雪山附近的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\045_卡卡虫（雪山附近的样子）.png,existing,https://patchwiki.biligame.com/images/rocom/3/3a/o0ut8ep1y5dgqemmi95j7db9snv0zl5.png,https://wiki.biligame.com/rocom/%E5%8D%A1%E5%8D%A1%E8%99%AB%EF%BC%88%E9%9B%AA%E5%B1%B1%E9%99%84%E8%BF%91%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
046,卡瓦重（沙地附近的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\046_卡瓦重（沙地附近的样子）.png,existing,https://patchwiki.biligame.com/images/rocom/8/8a/1zehqpohxyoby4g73ehlkybfop2ybj2.png,https://wiki.biligame.com/rocom/%E5%8D%A1%E7%93%A6%E9%87%8D%EF%BC%88%E6%B2%99%E5%9C%B0%E9%99%84%E8%BF%91%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
046,卡瓦重（火山附近的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\046_卡瓦重（火山附近的样子）.png,existing,https://patchwiki.biligame.com/images/rocom/6/68/fxwlorh631lrm6lntyfez8gwemylpjn.png,https://wiki.biligame.com/rocom/%E5%8D%A1%E7%93%A6%E9%87%8D%EF%BC%88%E7%81%AB%E5%B1%B1%E9%99%84%E8%BF%91%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
046,卡瓦重（草地附近的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\046_卡瓦重（草地附近的样子）.png,existing,https://patchwiki.biligame.com/images/rocom/9/95/ofh2y3cjn996jnxvajei3j5m1jole74.png,https://wiki.biligame.com/rocom/%E5%8D%A1%E7%93%A6%E9%87%8D%EF%BC%88%E8%8D%89%E5%9C%B0%E9%99%84%E8%BF%91%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
046,卡瓦重（雪山附近的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\046_卡瓦重（雪山附近的样子）.png,existing,https://patchwiki.biligame.com/images/rocom/4/47/it101lv362eif65za2mmgzo83xbevhe.png,https://wiki.biligame.com/rocom/%E5%8D%A1%E7%93%A6%E9%87%8D%EF%BC%88%E9%9B%AA%E5%B1%B1%E9%99%84%E8%BF%91%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
047,护主犬,E:\luokewangguo\roco_world_data\data\spirit_images\047_护主犬.png,download,https://patchwiki.biligame.com/images/rocom/6/64/t29c2r5ooabyzne8dt5uu9bzq10ibtz.png,https://wiki.biligame.com/rocom/%E6%8A%A4%E4%B8%BB%E7%8A%AC
048,音速犬,E:\luokewangguo\roco_world_data\data\spirit_images\048_音速犬.png,existing,https://patchwiki.biligame.com/images/rocom/4/4e/8rkwz0k7qvejlxs78isa65ajn16o1qk.png,https://wiki.biligame.com/rocom/%E9%9F%B3%E9%80%9F%E7%8A%AC
048,风暴战犬,E:\luokewangguo\roco_world_data\data\spirit_images\048_风暴战犬.png,existing,https://patchwiki.biligame.com/images/rocom/1/13/a4ia4bjbsmjsr1gjwdtyxhnbqm2w0ib.png,https://wiki.biligame.com/rocom/%E9%A3%8E%E6%9A%B4%E6%88%98%E7%8A%AC
049,绿耳松鼠,E:\luokewangguo\roco_world_data\data\spirit_images\049_绿耳松鼠.png,download,https://patchwiki.biligame.com/images/rocom/b/b5/2foanarop7ik9wf1aqo37m7rdr3ug39.png,https://wiki.biligame.com/rocom/%E7%BB%BF%E8%80%B3%E6%9D%BE%E9%BC%A0
050,抱枕松鼠,E:\luokewangguo\roco_world_data\data\spirit_images\050_抱枕松鼠.png,download,https://patchwiki.biligame.com/images/rocom/3/3f/d7igqblvpoaio9o1ozoa2slcmskbzue.png,https://wiki.biligame.com/rocom/%E6%8A%B1%E6%9E%95%E6%9D%BE%E9%BC%A0
051,蹦床松鼠,E:\luokewangguo\roco_world_data\data\spirit_images\051_蹦床松鼠.png,download,https://patchwiki.biligame.com/images/rocom/5/5e/6lkej27f60uxygncdnl4oktj79t9da2.png,https://wiki.biligame.com/rocom/%E8%B9%A6%E5%BA%8A%E6%9D%BE%E9%BC%A0
052,嘟嘟煲,E:\luokewangguo\roco_world_data\data\spirit_images\052_嘟嘟煲.png,download,https://patchwiki.biligame.com/images/rocom/4/44/8gr1vgk1hjf59enrdxyhboe35g8rijd.png,https://wiki.biligame.com/rocom/%E5%98%9F%E5%98%9F%E7%85%B2
053,嘟嘟锅,E:\luokewangguo\roco_world_data\data\spirit_images\053_嘟嘟锅.png,download,https://patchwiki.biligame.com/images/rocom/2/2a/bn409ikm4m2ir8inziq4jgl12f1lk53.png,https://wiki.biligame.com/rocom/%E5%98%9F%E5%98%9F%E9%94%85
054,小灵面,E:\luokewangguo\roco_world_data\data\spirit_images\054_小灵面.png,download,https://patchwiki.biligame.com/images/rocom/c/ce/60arfjew3ryqzrh5dqh8mi6axn595h4.png,https://wiki.biligame.com/rocom/%E5%B0%8F%E7%81%B5%E9%9D%A2
055,暗影灵面（睁眼的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\055_暗影灵面（睁眼的样子）.png,download,https://patchwiki.biligame.com/images/rocom/e/ee/8iz9eknhqvv3ntbw6r2ksojvp3dfekx.png,https://wiki.biligame.com/rocom/%E6%9A%97%E5%BD%B1%E7%81%B5%E9%9D%A2%EF%BC%88%E7%9D%81%E7%9C%BC%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
055,暗影灵面（闭眼的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\055_暗影灵面（闭眼的样子）.png,download,https://patchwiki.biligame.com/images/rocom/8/89/0v03ulzo7ip90eum9xkyf9yzqaal5zu.png,https://wiki.biligame.com/rocom/%E6%9A%97%E5%BD%B1%E7%81%B5%E9%9D%A2%EF%BC%88%E9%97%AD%E7%9C%BC%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
056,幽冥眼（睁眼的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\056_幽冥眼（睁眼的样子）.png,existing,https://patchwiki.biligame.com/images/rocom/2/23/1y27uyj9zvo1gctws3g4ru9kgsg3thg.png,https://wiki.biligame.com/rocom/%E5%B9%BD%E5%86%A5%E7%9C%BC%EF%BC%88%E7%9D%81%E7%9C%BC%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
056,幽冥眼（闭眼的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\056_幽冥眼（闭眼的样子）.png,existing,https://patchwiki.biligame.com/images/rocom/b/b6/9gufmg61a81w9ewfe2gvv8acpbhr9vw.png,https://wiki.biligame.com/rocom/%E5%B9%BD%E5%86%A5%E7%9C%BC%EF%BC%88%E9%97%AD%E7%9C%BC%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
057,梦游（穿旧睡衣的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\057_梦游（穿旧睡衣的样子）.png,download,https://patchwiki.biligame.com/images/rocom/2/21/oaaweyscathn6oqa015bfb6o9w5cbsa.png,https://wiki.biligame.com/rocom/%E6%A2%A6%E6%B8%B8%EF%BC%88%E7%A9%BF%E6%97%A7%E7%9D%A1%E8%A1%A3%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
057,梦游（穿星星睡衣的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\057_梦游（穿星星睡衣的样子）.png,download,https://patchwiki.biligame.com/images/rocom/c/cb/mpbge4upayjqh87ry5g5yacuj1dkzxe.png,https://wiki.biligame.com/rocom/%E6%A2%A6%E6%B8%B8%EF%BC%88%E7%A9%BF%E6%98%9F%E6%98%9F%E7%9D%A1%E8%A1%A3%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
058,梦悠悠（穿旧睡衣的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\058_梦悠悠（穿旧睡衣的样子）.png,existing,https://patchwiki.biligame.com/images/rocom/2/2b/glndghgzgkl35dw5l2jzm8m4cc3dv22.png,https://wiki.biligame.com/rocom/%E6%A2%A6%E6%82%A0%E6%82%A0%EF%BC%88%E7%A9%BF%E6%97%A7%E7%9D%A1%E8%A1%A3%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
058,梦悠悠（穿星星睡衣的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\058_梦悠悠（穿星星睡衣的样子）.png,existing,https://patchwiki.biligame.com/images/rocom/3/36/qdgt0km010092mc4x9hrypsz4evumt9.png,https://wiki.biligame.com/rocom/%E6%A2%A6%E6%82%A0%E6%82%A0%EF%BC%88%E7%A9%BF%E6%98%9F%E6%98%9F%E7%9D%A1%E8%A1%A3%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
059,兽花蕾,E:\luokewangguo\roco_world_data\data\spirit_images\059_兽花蕾.png,existing,https://patchwiki.biligame.com/images/rocom/f/fb/40ew1mdy3j3km17nwkdvlit9es9y39b.png,https://wiki.biligame.com/rocom/%E5%85%BD%E8%8A%B1%E8%95%BE
060,伏地兽,E:\luokewangguo\roco_world_data\data\spirit_images\060_伏地兽.png,download,https://patchwiki.biligame.com/images/rocom/5/5c/tspudx138x6hgz6dth0361r383pr0ha.png,https://wiki.biligame.com/rocom/%E4%BC%8F%E5%9C%B0%E5%85%BD
061,贪食鼹,E:\luokewangguo\roco_world_data\data\spirit_images\061_贪食鼹.png,download,https://patchwiki.biligame.com/images/rocom/d/d1/ps5nra6q9tzlnl4s6tkz4g5eejsr497.png,https://wiki.biligame.com/rocom/%E8%B4%AA%E9%A3%9F%E9%BC%B9
062,巨噬针鼹,E:\luokewangguo\roco_world_data\data\spirit_images\062_巨噬针鼹.png,download,https://patchwiki.biligame.com/images/rocom/b/bf/kh1j7ti0ytu5d4nvr4te6kqakcclvx6.png,https://wiki.biligame.com/rocom/%E5%B7%A8%E5%99%AC%E9%92%88%E9%BC%B9
063,蹦蹦种子（彩玉球形态）,E:\luokewangguo\roco_world_data\data\spirit_images\063_蹦蹦种子（彩玉球形态）.png,download,https://patchwiki.biligame.com/images/rocom/7/76/fx1jvla18i3kiop43eq5a9a6wqd72sa.png,https://wiki.biligame.com/rocom/%E8%B9%A6%E8%B9%A6%E7%A7%8D%E5%AD%90%EF%BC%88%E5%BD%A9%E7%8E%89%E7%90%83%E5%BD%A2%E6%80%81%EF%BC%89
063,蹦蹦种子（海神球形态）,E:\luokewangguo\roco_world_data\data\spirit_images\063_蹦蹦种子（海神球形态）.png,download,https://patchwiki.biligame.com/images/rocom/3/33/5rqqxhxtsklncbih4ii40p13jkrbqby.png,https://wiki.biligame.com/rocom/%E8%B9%A6%E8%B9%A6%E7%A7%8D%E5%AD%90%EF%BC%88%E6%B5%B7%E7%A5%9E%E7%90%83%E5%BD%A2%E6%80%81%EF%BC%89
063,蹦蹦种子（短毛球形态）,E:\luokewangguo\roco_world_data\data\spirit_images\063_蹦蹦种子（短毛球形态）.png,download,https://patchwiki.biligame.com/images/rocom/c/c7/5wp4p8collnhnv5ljxo4rj2d2ooq1kb.png,https://wiki.biligame.com/rocom/%E8%B9%A6%E8%B9%A6%E7%A7%8D%E5%AD%90%EF%BC%88%E7%9F%AD%E6%AF%9B%E7%90%83%E5%BD%A2%E6%80%81%EF%BC%89
063,蹦蹦种子（象牙球形态）,E:\luokewangguo\roco_world_data\data\spirit_images\063_蹦蹦种子（象牙球形态）.png,download,https://patchwiki.biligame.com/images/rocom/4/4c/ga14flfwlo926jpppc3p9bujq19fab7.png,https://wiki.biligame.com/rocom/%E8%B9%A6%E8%B9%A6%E7%A7%8D%E5%AD%90%EF%BC%88%E8%B1%A1%E7%89%99%E7%90%83%E5%BD%A2%E6%80%81%EF%BC%89
064,蹦蹦草（彩玉球形态）,E:\luokewangguo\roco_world_data\data\spirit_images\064_蹦蹦草（彩玉球形态）.png,download,https://patchwiki.biligame.com/images/rocom/0/05/a7bm9vkkep9s7zwrjfdckd61jmqa5yl.png,https://wiki.biligame.com/rocom/%E8%B9%A6%E8%B9%A6%E8%8D%89%EF%BC%88%E5%BD%A9%E7%8E%89%E7%90%83%E5%BD%A2%E6%80%81%EF%BC%89
064,蹦蹦草（海神球形态）,E:\luokewangguo\roco_world_data\data\spirit_images\064_蹦蹦草（海神球形态）.png,download,https://patchwiki.biligame.com/images/rocom/6/62/sdazex9mreedpinwxklyhfu4k9xi8h9.png,https://wiki.biligame.com/rocom/%E8%B9%A6%E8%B9%A6%E8%8D%89%EF%BC%88%E6%B5%B7%E7%A5%9E%E7%90%83%E5%BD%A2%E6%80%81%EF%BC%89
064,蹦蹦草（短毛球形态）,E:\luokewangguo\roco_world_data\data\spirit_images\064_蹦蹦草（短毛球形态）.png,download,https://patchwiki.biligame.com/images/rocom/4/4c/b89cg2rtmz5u2es2m41sc18ythoghc5.png,https://wiki.biligame.com/rocom/%E8%B9%A6%E8%B9%A6%E8%8D%89%EF%BC%88%E7%9F%AD%E6%AF%9B%E7%90%83%E5%BD%A2%E6%80%81%EF%BC%89
064,蹦蹦草（象牙球形态）,E:\luokewangguo\roco_world_data\data\spirit_images\064_蹦蹦草（象牙球形态）.png,download,https://patchwiki.biligame.com/images/rocom/0/02/gq7dces9jbrr9d8mnh0jey6apcxy918.png,https://wiki.biligame.com/rocom/%E8%B9%A6%E8%B9%A6%E8%8D%89%EF%BC%88%E8%B1%A1%E7%89%99%E7%90%83%E5%BD%A2%E6%80%81%EF%BC%89
065,蹦蹦果,E:\luokewangguo\roco_world_data\data\spirit_images\065_蹦蹦果.png,download,https://patchwiki.biligame.com/images/rocom/b/b5/527olq8iiip448chxc6gn3zlzzrso1x.png,https://wiki.biligame.com/rocom/%E8%B9%A6%E8%B9%A6%E6%9E%9C
065,蹦蹦花（彩玉球形态）,E:\luokewangguo\roco_world_data\data\spirit_images\065_蹦蹦花（彩玉球形态）.png,download,https://patchwiki.biligame.com/images/rocom/1/16/i4vw04mpnvyped0gvbm7tpbtz0venve.png,https://wiki.biligame.com/rocom/%E8%B9%A6%E8%B9%A6%E8%8A%B1%EF%BC%88%E5%BD%A9%E7%8E%89%E7%90%83%E5%BD%A2%E6%80%81%EF%BC%89
065,蹦蹦花（海神球形态）,E:\luokewangguo\roco_world_data\data\spirit_images\065_蹦蹦花（海神球形态）.png,download,https://patchwiki.biligame.com/images/rocom/b/b4/jpdd60oi1k87a3tjhtdhl6n7uf6zn7x.png,https://wiki.biligame.com/rocom/%E8%B9%A6%E8%B9%A6%E8%8A%B1%EF%BC%88%E6%B5%B7%E7%A5%9E%E7%90%83%E5%BD%A2%E6%80%81%EF%BC%89
065,蹦蹦花（短毛球形态）,E:\luokewangguo\roco_world_data\data\spirit_images\065_蹦蹦花（短毛球形态）.png,download,https://patchwiki.biligame.com/images/rocom/f/f8/m4negu4egvnb6beuqppdej76ylqf5gb.png,https://wiki.biligame.com/rocom/%E8%B9%A6%E8%B9%A6%E8%8A%B1%EF%BC%88%E7%9F%AD%E6%AF%9B%E7%90%83%E5%BD%A2%E6%80%81%EF%BC%89
065,蹦蹦花（象牙球形态）,E:\luokewangguo\roco_world_data\data\spirit_images\065_蹦蹦花（象牙球形态）.png,download,https://patchwiki.biligame.com/images/rocom/7/78/3fv63xiv5fo42y0t80czcqq6f3m0r9b.png,https://wiki.biligame.com/rocom/%E8%B9%A6%E8%B9%A6%E8%8A%B1%EF%BC%88%E8%B1%A1%E7%89%99%E7%90%83%E5%BD%A2%E6%80%81%EF%BC%89
066,电咩咩,E:\luokewangguo\roco_world_data\data\spirit_images\066_电咩咩.png,download,https://patchwiki.biligame.com/images/rocom/5/57/rrzi4lxo68m4mmhokly3l8z4t2ti2r7.png,https://wiki.biligame.com/rocom/%E7%94%B5%E5%92%A9%E5%92%A9
067,粉咩咩,E:\luokewangguo\roco_world_data\data\spirit_images\067_粉咩咩.png,download,https://patchwiki.biligame.com/images/rocom/d/d4/90spmq5ikabu64yf2g3l5lk8z3vvdpn.png,https://wiki.biligame.com/rocom/%E7%B2%89%E5%92%A9%E5%92%A9
068,电球咩咩,E:\luokewangguo\roco_world_data\data\spirit_images\068_电球咩咩.png,existing,https://patchwiki.biligame.com/images/rocom/0/01/4sz6qymt56rlm9ybuobr7s76qonzxvu.png,https://wiki.biligame.com/rocom/%E7%94%B5%E7%90%83%E5%92%A9%E5%92%A9
069,蒲公英,E:\luokewangguo\roco_world_data\data\spirit_images\069_蒲公英.png,existing,https://patchwiki.biligame.com/images/rocom/1/1d/87el3plwkuzm4wsb0l6s3ffqowsbiwl.png,https://wiki.biligame.com/rocom/%E8%92%B2%E5%85%AC%E8%8B%B1
070,蒲公英娃娃,E:\luokewangguo\roco_world_data\data\spirit_images\070_蒲公英娃娃.png,existing,https://patchwiki.biligame.com/images/rocom/e/eb/8np4gxq8dybdydnv77kwoc300to6ont.png,https://wiki.biligame.com/rocom/%E8%92%B2%E5%85%AC%E8%8B%B1%E5%A8%83%E5%A8%83
071,伊贝儿,E:\luokewangguo\roco_world_data\data\spirit_images\071_伊贝儿.png,download,https://patchwiki.biligame.com/images/rocom/b/b2/3x1hdgzmc2cyjh9zkfdyw1smgck9o3r.png,https://wiki.biligame.com/rocom/%E4%BC%8A%E8%B4%9D%E5%84%BF
072,伊贝粉粉,E:\luokewangguo\roco_world_data\data\spirit_images\072_伊贝粉粉.png,download,https://patchwiki.biligame.com/images/rocom/9/9e/ld012t25twk5oisvs10ok7g2t7apki1.png,https://wiki.biligame.com/rocom/%E4%BC%8A%E8%B4%9D%E7%B2%89%E7%B2%89
073,白发懒人,E:\luokewangguo\roco_world_data\data\spirit_images\073_白发懒人.png,download,https://patchwiki.biligame.com/images/rocom/4/46/06pz2jvhh5k0ukbgj30jmdfyz4nic06.png,https://wiki.biligame.com/rocom/%E7%99%BD%E5%8F%91%E6%87%92%E4%BA%BA
074,动力猿,E:\luokewangguo\roco_world_data\data\spirit_images\074_动力猿.png,existing,https://patchwiki.biligame.com/images/rocom/9/98/okpl88mwskdjsdfwxwln1kbpwxxly69.png,https://wiki.biligame.com/rocom/%E5%8A%A8%E5%8A%9B%E7%8C%BF
075,瞌睡王,E:\luokewangguo\roco_world_data\data\spirit_images\075_瞌睡王.png,existing,https://patchwiki.biligame.com/images/rocom/a/a2/64947rnxu8ncihl37rqldr3653bg57n.png,https://wiki.biligame.com/rocom/%E7%9E%8C%E7%9D%A1%E7%8E%8B
076,海盔虫（本来的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\076_海盔虫（本来的样子）.png,download,https://patchwiki.biligame.com/images/rocom/c/c5/hyqqzb0xxpt4zjthslvr4y25bvsbkvg.png,https://wiki.biligame.com/rocom/%E6%B5%B7%E7%9B%94%E8%99%AB%EF%BC%88%E6%9C%AC%E6%9D%A5%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
076,海盔虫（磨损的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\076_海盔虫（磨损的样子）.png,download,https://patchwiki.biligame.com/images/rocom/f/f2/sb32j6sfylxtbiqts0q9qc8zazyhzlh.png,https://wiki.biligame.com/rocom/%E6%B5%B7%E7%9B%94%E8%99%AB%EF%BC%88%E7%A3%A8%E6%8D%9F%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
077,刺盔虫（本来的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\077_刺盔虫（本来的样子）.png,download,https://patchwiki.biligame.com/images/rocom/d/d9/4p1drrucxykr3h3aaxf4xxk9l59554s.png,https://wiki.biligame.com/rocom/%E5%88%BA%E7%9B%94%E8%99%AB%EF%BC%88%E6%9C%AC%E6%9D%A5%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
077,刺盔虫（磨损的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\077_刺盔虫（磨损的样子）.png,download,https://patchwiki.biligame.com/images/rocom/5/5e/oi5u73v5e5mrkgn0m8avn1tsmfpyvo7.png,https://wiki.biligame.com/rocom/%E5%88%BA%E7%9B%94%E8%99%AB%EF%BC%88%E7%A3%A8%E6%8D%9F%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
078,千棘海针,E:\luokewangguo\roco_world_data\data\spirit_images\078_千棘海针.png,download,https://patchwiki.biligame.com/images/rocom/f/f9/pudem6kzv2b7u499vy533jbzhcfis8g.png,https://wiki.biligame.com/rocom/%E5%8D%83%E6%A3%98%E6%B5%B7%E9%92%88
078,千棘盔（本来的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\078_千棘盔（本来的样子）.png,download,https://patchwiki.biligame.com/images/rocom/d/d3/m619bkrakzm4rsb834fgl8s3tuleqzw.png,https://wiki.biligame.com/rocom/%E5%8D%83%E6%A3%98%E7%9B%94%EF%BC%88%E6%9C%AC%E6%9D%A5%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
078,千棘盔（磨损的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\078_千棘盔（磨损的样子）.png,download,https://patchwiki.biligame.com/images/rocom/0/02/6oldm5ijvf1cvinze5y0mulbdf82kvk.png,https://wiki.biligame.com/rocom/%E5%8D%83%E6%A3%98%E7%9B%94%EF%BC%88%E7%A3%A8%E6%8D%9F%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
079,菊花梨,E:\luokewangguo\roco_world_data\data\spirit_images\079_菊花梨.png,download,https://patchwiki.biligame.com/images/rocom/d/db/qitqnhdvjw8gwhnvvapfuqv6g0qgaef.png,https://wiki.biligame.com/rocom/%E8%8F%8A%E8%8A%B1%E6%A2%A8
080,小星光（星光能量的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\080_小星光（星光能量的样子）.png,existing,https://patchwiki.biligame.com/images/rocom/b/b1/o9j051uk3ed7na8hgl6lyic6xv38mjb.png,https://wiki.biligame.com/rocom/%E5%B0%8F%E6%98%9F%E5%85%89%EF%BC%88%E6%98%9F%E5%85%89%E8%83%BD%E9%87%8F%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
080,小星光（月光能量的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\080_小星光（月光能量的样子）.png,existing,https://patchwiki.biligame.com/images/rocom/a/a3/mo9n9kgl3adm9nrgwxxw594uddgkzom.png,https://wiki.biligame.com/rocom/%E5%B0%8F%E6%98%9F%E5%85%89%EF%BC%88%E6%9C%88%E5%85%89%E8%83%BD%E9%87%8F%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
081,星光狮（星光能量的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\081_星光狮（星光能量的样子）.png,existing,https://patchwiki.biligame.com/images/rocom/7/75/cjjrzihw6bz4uzfdn1npim98tas9p21.png,https://wiki.biligame.com/rocom/%E6%98%9F%E5%85%89%E7%8B%AE%EF%BC%88%E6%98%9F%E5%85%89%E8%83%BD%E9%87%8F%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
081,星光狮（月光能量的样子）,E:\luokewangguo\roco_world_data\data\spirit_images\081_星光狮（月光能量的样子）.png,existing,https://patchwiki.biligame.com/images/rocom/d/d6/iixbxn3wupmru7y4ms0r4u8gk6g6ais.png,https://wiki.biligame.com/rocom/%E6%98%9F%E5%85%89%E7%8B%AE%EF%BC%88%E6%9C%88%E5%85%89%E8%83%BD%E9%87%8F%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
082,一窝蜂,E:\luokewangguo\roco_world_data\data\spirit_images\082_一窝蜂.png,download,https://patchwiki.biligame.com/images/rocom/d/de/drnf14ybuu1j1ulcxyktvpr52tlw89x.png,https://wiki.biligame.com/rocom/%E4%B8%80%E7%AA%9D%E8%9C%82
